datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 10:45,26141.15,0.12448,0.12027663933372758,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09507563002408544,0.09195,0.09043,0.08885,0.08706730132335344,0.08575,0.18131,0.1766,0.17082613649093983,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.11177460442671798
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11231360666627008,0.10062,0.10385458059086207,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.1765615168487235,0.17128,0.1657,0.159882402831178,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10385937788532386,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.15573504536494792,0.1501,0.14478,0.13937,0.13411,0.12903,0.12337368638291715,0.11815,0.11277
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.0873271433121615,0.18281,0.17727,0.17264,0.16635,0.16087384113811012,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.045211768715634953,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09496538163930715,0.0919,0.08940301302996187,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.15659344651480622,0.15102,0.14572,0.14039494973443298,0.13508,0.1296796233241901,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.11205961871613998,0.10165,0.12041,0.10735631681798756,0.10432,0.10192121781614996,0.09653,0.09624017865172851,0.09205,0.08991,0.08867,0.08631047909033047,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.15012219630584273,0.14469,0.13988,0.13401,0.12871993788446928,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.12129280979507852,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09554046665396929,0.09307,0.09231434189293021,0.08902,0.08724,0.18212,0.17646,0.17098350935743842,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.1273608443874801,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.1273401874714391,0.13221,0.10563,0.10438,0.10199599380705743,0.09484,0.09535,0.09179341394693026,0.0912,0.08892,0.08742,0.0862,0.08517,0.18235655895078645,0.17612,0.17222,0.16569,0.15996271963701764,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12199924204931342,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.1341519498604853,0.13724,0.11602,0.10911,0.10787967035447273,0.10295776683980286,0.09885669298864087,0.09568616679556895,0.09357,0.09041978016975141,0.08967,0.08807,0.08663,0.1815858493969557,0.17534,0.17146,0.16493,0.15901,0.15337,0.14827020544778158,0.14296,0.13721,0.13166,0.12652955939167668,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.154191861569707,0.1487016493923194,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08720546780444195,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12251525281771333,0.11739,0.11192
07-01-2026 11:40,26147.1,0.13190700966334892,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.1021481025140643,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17079792426706852,0.16608,0.15948,0.15385,0.14842,0.14324183746644295,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11900129504427302,0.11308815856851392,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08910610025314092,0.08711,0.18118,0.17565,0.17013396515907334,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11576887989321571,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10064366979515525,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08605852440909047,0.08458,0.18163,0.17566,0.17015191447838734,0.16488,0.15896,0.15312,0.1477,0.14256,0.13711794223277252,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.14865288424833253,0.13681,0.12430094619093342,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09265895632317621,0.09077,0.08960700886618561,0.08749,0.08637,0.18119,0.17553884411399093,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.11613795947910333,0.1091014244229799,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.0871314216794625,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15235885524944168,0.14659,0.14134293351439425,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.14773231666797307,0.12592,0.11854,0.11393,0.10904,0.10471,0.09766758093813076,0.09480446214073744,0.09505,0.09261,0.09034209106083935,0.08968710600176018,0.08731,0.18024,0.17388,0.16946,0.16361,0.15752795723323057,0.1519906728633547,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
07-01-2026 12:10,26110.45,0.1587051926302849,0.14699,0.12624,0.12268,0.1148803947235497,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.08540953430409183,0.18051,0.17387,0.1683800309970786,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926
07-01-2026 12:15,26107.4,0.1726,0.1506507726630679,0.1281,0.12425864331731591,0.11513851561068526,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.1514476972482407,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.11502979723424675,0.11019748079717769
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.09493238337708786,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.16834935156049988,0.16293,0.15675,0.15088,0.14578265487792066,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.11020656067929381
07-01-2026 12:25,26106.55,0.14529,0.1348691393922012,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.09046528278547361,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14623270648691378,0.1408,0.13567360822894362,0.13053698597539912,0.12583,0.12057,0.11544,0.11046
07-01-2026 12:30,26108.85,0.14009478528049227,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.09108973523754682,0.08962,0.0881,0.17930553458499485,0.17382,0.16816436488835115,0.16266796738015987,0.15713,0.15127,0.14704,0.14120692125375028,0.1359366014622751,0.13053,0.12554,0.12044,0.11535,0.11008
07-01-2026 12:35,26106.25,0.13895,0.12902700429999855,0.1220467094532628,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09103394732632718,0.08912,0.08743005168274225,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.11023703691267368
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.09991581293903093,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.1110441150863748
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.1025043073267189,0.0982,0.09613,0.09317,0.09116,0.08921,0.08763036718036528,0.08642,0.1776059412667965,0.17193,0.16659075540955623,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.119217272061781,0.11426775467789412,0.10937
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.0903515788259657,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.14511315863628657,0.13954,0.13415,0.1292132894249123,0.1243,0.1192,0.11391,0.10913915669761218
07-01-2026 12:55,26089.25,0.1350630087169192,0.12920829410815016,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.17926422656795926,0.17352364769922232,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10921726382688152
07-01-2026 13:00,26099.15,0.13774,0.12977034502210136,0.12114,0.11955,0.11469,0.10982,0.10480637598757202,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.1684531686412162,0.16276,0.15729,0.1513,0.14585543463474407,0.14022,0.1348742331892533,0.12951,0.12442,0.11914,0.1141,0.10896
07-01-2026 13:05,26103.3,0.12173319507806944,0.11724,0.11669575099254259,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09434256072340201,0.09115,0.08926,0.0873,0.08606,0.17966,0.1741572554273113,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.1299017308574753,0.12461,0.11956,0.11452,0.10938
07-01-2026 13:10,26105.85,0.13259,0.11512,0.11807631993373995,0.11921,0.10758,0.10426,0.10056,0.09784395759277029,0.09497,0.09178,0.08993,0.08809,0.08665970098787948,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.1462538674447537,0.14036,0.13536,0.13020147060458678,0.12528,0.11997,0.11473,0.10925
07-01-2026 13:15,26097.2,0.13545,0.12209,0.12130083691276937,0.11619972156862375,0.11389,0.10721311142795278,0.10332406086665481,0.10025,0.09667,0.09342,0.0919,0.08937,0.08779058823756757,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.13491246596228632,0.1298,0.1249,0.11945,0.11408,0.10916
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08741654075107626,0.08593,0.08506,0.17786,0.17271,0.1672689266399456,0.16248,0.15609,0.15123,0.14535,0.1402780465144139,0.1348,0.12982,0.12449694652598478,0.11932502565631273,0.11422853347250152,0.10935
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.08792742911542317,0.0816101691607675,0.07084984417364557,0.17677,0.17141,0.16651,0.16114,0.15537880890151215,0.14992,0.14396,0.13872,0.1333959003626696,0.12805538652776619,0.12294,0.11771,0.11287,0.10823182137098984
07-01-2026 13:30,26070.0,0.14088,0.1362949332426264,0.13783,0.11987,0.11361,0.1106913633704335,0.1056272133154642,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08855347562041026,0.17822,0.17166,0.16645926128963096,0.16075,0.15539,0.14993,0.1441106482402166,0.13846,0.13326127994025547,0.12764,0.12272,0.11748093030433937,0.11258,0.1072
07-01-2026 13:35,26074.55,0.1563286568404902,0.1436213678513607,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.17262796015112605,0.16691,0.16108,0.15542811141093263,0.14981783250013717,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10718828444386533
07-01-2026 13:40,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.11052825386353958,0.104,0.10033,0.09781,0.09435645058523962,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.14959528079953183,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11246220879544948,0.10731
07-01-2026 13:45,26072.8,0.14489027624047668,0.1375,0.1306051836663781,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.1723953869565259,0.16658,0.16074,0.15491267524413616,0.14982,0.14267,0.13852,0.13286498637337382,0.1272,0.12272,0.11748,0.11227,0.10712
07-01-2026 13:50,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.17908518124663295,0.1729416108980549,0.16703,0.1611720082486984,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797
07-01-2026 13:55,26079.6,0.13406,0.13122690523354297,0.13283,0.12454,0.11271,0.11314,0.10843369390612903,0.10267,0.09951,0.09595,0.09371,0.09128,0.08815951197855017,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14431191473705057,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10787182884840706
07-01-2026 14:00,26088.65,0.12683,0.12726,0.11979883902974954,0.11570879115718771,0.10839,0.10736,0.10616,0.1010999543746197,0.09891,0.09497,0.09296404369070684,0.09048,0.08855,0.08723,0.17839076620515137,0.17254902160745603,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766
07-01-2026 14:05,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.10012838540591097,0.09712071157298595,0.09296,0.09098,0.08897260461896715,0.0871,0.08586,0.17797,0.17139,0.16687818324260176,0.16253,0.1559856326912457,0.15048,0.14521148964636887,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818
07-01-2026 14:10,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.09278768522075025,0.09012064266440196,0.08774,0.08583860894965664,0.08509,0.17753309771075335,0.17169,0.16683690455062591,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.1295707013327654,0.12445,0.11951,0.11389,0.10872
07-01-2026 14:15,26097.3,0.12526891730900247,0.12055,0.11426,0.11114,0.10658695036439389,0.10373,0.09785,0.09609188250751283,0.09355,0.09092,0.08901377873105071,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886
07-01-2026 14:20,26090.7,0.12516,0.12549,0.11775903670451551,0.11458,0.10805,0.10497067054609002,0.10217,0.09626,0.09463,0.09177,0.08988,0.08768784938861549,0.08632,0.0852,0.17568582692409976,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.13959358659181847,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826
07-01-2026 14:25,26090.45,0.1254,0.12569,0.11834777642737679,0.11309,0.11201,0.1064775263205383,0.10202,0.09943830839359298,0.09695,0.09333,0.09125,0.08911759357970066,0.08744,0.08588,0.17707,0.17241753308995558,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767
07-01-2026 14:30,26098.65,0.11775,0.11699788960501012,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08545942741484468,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12403776166399642,0.11906,0.11385,0.10902323674004863
07-01-2026 14:35,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.08810867613482581,0.08579362630855678,0.17696,0.17096,0.1666262398709637,0.1613890847956683,0.15715,0.15041,0.14540000138523354,0.14,0.13416,0.12919587174663988,0.12393,0.11829,0.11311524493227228,0.10792
07-01-2026 14:40,26097.55,0.11889,0.12046,0.11933447327610348,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.09175026661336119,0.09003,0.08824,0.0868,0.17728917759876428,0.17267,0.16855,0.16282952263909245,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10766098859243614
07-01-2026 14:45,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.0837,0.17889195912342673,0.17329,0.16839895075506936,0.16401,0.15749144237054796,0.15169,0.14639,0.14091034321656845,0.13506,0.12989,0.12485,0.11935905728579774,0.11414,0.10918
07-01-2026 14:50,26098.4,0.13162,0.13675,0.12915,0.12292,0.11746966438836738,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.08817178476327386,0.08722780396112977,0.17642,0.1728066738466778,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.11835615533649621,0.1132,0.108
07-01-2026 14:55,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.0979565196664412,0.09552,0.09223,0.09015,0.08806610043021434,0.0865,0.08529,0.17946,0.1737,0.16935,0.16344617513155282,0.15885,0.15234649341345421,0.14645,0.14127,0.1357556862101003,0.12937,0.12507,0.11986,0.11433,0.10908
07-01-2026 15:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10150926078266903,0.09855,0.0946,0.09263974415101901,0.09028,0.08881,0.08709,0.08565540883595484,0.08446,0.17827,0.17426195432521488,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.10981635831810857
07-01-2026 15:05,26133.7,0.11118,0.11022,0.10906581290289623,0.11163,0.10334,0.10225,0.09753,0.09433,0.09333394578009041,0.08993,0.08822,0.08652,0.08482962173430535,0.08421,0.17893,0.175,0.16966,0.16599,0.15882288033673855,0.15163,0.14746,0.14194359703057713,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998
07-01-2026 15:10,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.09307,0.0906,0.08896,0.08737,0.08575,0.08594194735989447,0.17827501790109104,0.17441,0.17025444836271833,0.16564,0.16034,0.15424,0.1487463385700311,0.14315126712052761,0.13766,0.13155,0.12641,0.12179,0.11633,0.11055
07-01-2026 15:15,26147.8,0.10654,0.11355,0.10582,0.09637,0.0963014184737156,0.09213,0.08989,0.086,0.08722,0.08611,0.08507,0.08366,0.08305,0.08238,0.17951,0.1759,0.17108,0.16531,0.16006586088125585,0.15482,0.14842,0.14365,0.13775,0.13182,0.12758,0.12181998312025141,0.11657,0.11141621474167517
07-01-2026 15:20,26138.3,0.11792,0.12203,0.1136,0.10598,0.0986,0.09832,0.09507,0.09217747590616387,0.09046,0.08884,0.08713,0.08545817180964337,0.08502,0.08402,0.18137,0.1742,0.17198,0.16486166002548003,0.1599,0.15239,0.14836,0.14335,0.13727,0.13102,0.12552,0.12142,0.11616,0.11054
